indirect_tax_df_ Gross import VAT ,indirect_tax_df_ Gross local VAT ,indirect_tax_df_ VAT refund autonomy and traders ,indirect_tax_df_ Total net VAT ,indirect_tax_df_Net customs,indirect_tax_df_ Net import purchase tax ,indirect_tax_df_ Total import taxes ,indirect_tax_df_ Net local sales tax ,indirect_tax_df_ Gross fuel tax ,direct_tax_df_Total Gross Income Tax Division,direct_tax_df_ Total refunds from the Income Tax Department ,direct_tax_df_Total Income Tax Division Net,direct_tax_df_Income tax for self-employed individuals and companies (advances and deductions),direct_tax_df_Deductions and the capital market,direct_tax_df_Real estate taxation,direct_tax_df_Independents advances,direct_tax_df_Self-employed tax differences,direct_tax_df_Independent Cancellations,direct_tax_df_Companies advances,direct_tax_df_tax differential companies,direct_tax_df_Cancellation companies,direct_tax_df_Property tax,direct_tax_df_praise tax,direct_tax_df_Real estate purchase tax,direct_tax_df_Deduction from salary,direct_tax_df_Goods and services,direct_tax_df_Non-profit institution tax,direct_tax_df_VAT Financial Institutions (Salary),direct_tax_df_excess expenses,direct_tax_df_Bonds and dividends,direct_tax_df_Cancellations Deductions,direct_tax_df_Companies returns,direct_tax_df_self employed returns,direct_tax_df_ Capital Gains Tax Refunds ,direct_tax_df_ Purchase returns ,macro_monthly_df_CPI,macro_monthly_df_VAT,macro_monthly_df_cons_trust,macro_monthly_df_real_credit_card,macro_monthly_df_VAT_rate,"macro_monthly_df_ Unemployment rate (ages 25-64, in percentage points) ","macro_monthly_df_ Participation rate (ages 25-64, in percentage points) ",macro_monthly_df_ Employment rate (ages 25-64) ,macro_monthly_df_ Real Salary ,macro_monthly_df_ salaried jobs ,macro_monthly_df_Foreign exchange reserves in millions of dollars,macro_monthly_df_Apartment Price Index (1993=100) - Mid-period reviewed,macro_monthly_df_Credit card purchase value indices (total) (2002=100),macro_monthly_df_Industrial Production Index (Total),macro_monthly_df_The combined index of the state of the economy,macro_monthly_df_Apartments sold at an annual rate,Date
2084.0,3626.0,-1599.0,4111.0,170.0,724.0,894.0,17.0,1191.0,9231359.0,-1249765.0,7981594.0,4126392.0,4713253.0,391714.0,312299.0,334625.0,-3576.0,3040602.0,447846.0,-5404.0,3259.0,175770.0,211412.0,3264263.0,334406.0,577089.0,178253.0,67325.0,107287.0,-6273.0,-1094389.0,-119415.0,-14368.0,-3212.0,84.5,4111.0,115.47,172.7,16.0,,,,,2784.7,45247.76,212.5,172.7,84.0,56.24,24420.0,2009-04-01
2185.0,4195.0,-1608.0,4772.0,179.0,956.0,1135.0,18.0,1245.0,8148763.0,-920017.0,7228746.0,2873073.0,4879328.0,396362.0,599409.0,305725.0,-4494.0,1495530.0,486120.0,-9217.0,6842.0,174174.0,221520.0,3285497.0,402661.0,586623.0,197710.0,72997.0,106037.0,-11040.0,-622897.0,-245722.0,-21059.0,-11156.0,84.9,4772.0,118.13,172.4,16.0,,,,,2800.4,47725.84,215.5,172.4,84.3,56.79,28560.0,2009-05-01
2354.0,3146.0,-1668.0,3832.0,190.0,1323.0,1513.0,22.0,1287.0,7351808.0,-1210339.0,6141469.0,2607868.0,4364429.0,379509.0,342412.0,281587.0,-4677.0,1446723.0,547488.0,-5665.0,3247.0,153758.0,224193.0,2750861.0,247873.0,585077.0,190159.0,75756.0,309662.0,-6539.0,-716481.0,-424027.0,-25418.0,-14635.0,85.6,3832.0,121.1,171.2,16.0,,,,,2807.9,50271.65,220.6,171.1,86.7,57.31,28560.0,2009-06-01
2844.0,5494.0,-1628.0,6710.0,223.0,1966.0,2189.0,22.0,1454.0,9062942.0,-1402803.0,7660139.0,3212368.0,5385536.0,465039.0,670241.0,292399.0,-5842.0,1758156.0,515165.0,-17751.0,8259.0,181774.0,273132.0,3589561.0,376925.0,802022.0,169128.0,70274.0,154233.0,-9711.0,-852489.0,-509637.0,-19220.0,-7283.0,86.5,6710.0,125.2,171.6,16.5,,,,,2806.2,52380.1,225.3,171.6,85.7,57.53,18696.0,2009-07-01
2999.0,3538.0,-1696.0,4841.0,218.0,957.0,1175.0,20.0,1477.0,8008355.0,-1219217.0,6789138.0,2730924.0,4831337.0,446093.0,328211.0,305368.0,-3157.0,1691904.0,416976.0,-8378.0,3357.0,143740.0,294880.0,3191775.0,290926.0,630349.0,196307.0,66271.0,214471.0,-4317.0,-754259.0,-418538.0,-15353.0,-6668.0,86.9,4841.0,133.61,171.4,17.0,,,,,2821.6,57767.03,228.1,171.4,89.8,58.1,29232.0,2009-08-01
2297.0,4969.0,-1795.0,5471.0,198.0,688.0,886.0,24.0,1380.0,8253583.0,-717436.0,7536147.0,3088957.0,4697359.0,467266.0,649361.0,252254.0,-4644.0,1711644.0,488340.0,-7998.0,4799.0,175693.0,284462.0,3211937.0,305410.0,574258.0,193347.0,70322.0,64324.0,-3837.0,-341649.0,-341528.0,-10688.0,-5342.0,86.7,5471.0,133.78,172.2,17.0,,,,,2831.1,59962.97,231.9,172.2,91.5,58.36,26460.0,2009-09-01
2410.0,3635.0,-1803.0,4242.0,203.0,943.0,1146.0,23.0,1398.0,7922307.0,-947286.0,6975021.0,2848095.0,4599736.0,474476.0,324889.0,280676.0,-4004.0,1910039.0,342607.0,-6112.0,2027.0,156296.0,315743.0,3094799.0,287649.0,628951.0,135752.0,69717.0,163386.0,-6496.0,-612433.0,-299354.0,-13696.0,-4670.0,86.8,4242.0,133.08,179.1,17.0,,,,,2842.7,61195.66,237.1,179.1,93.1,58.68,31020.0,2009-10-01
2693.0,4983.0,-1826.0,5850.0,196.0,911.0,1107.0,16.0,1537.0,8749486.0,-888192.0,7861294.0,3460986.0,4734799.0,553701.0,604462.0,261968.0,-4816.0,2157262.0,449883.0,-7773.0,1884.0,226633.0,321700.0,3131363.0,298379.0,581539.0,174834.0,81944.0,246207.0,-5759.0,-497976.0,-323047.0,-25861.0,-15414.0,87.1,5850.0,132.71,176.2,17.0,,,,,2844.6,61544.18,239.7,176.2,92.8,58.77,24024.0,2009-11-01
2658.0,3676.0,-1977.0,4357.0,229.0,1043.0,1272.0,16.0,1532.0,7924255.0,-1279316.0,6644939.0,2633100.0,4782134.0,509021.0,335345.0,334356.0,-4031.0,1360495.0,613816.0,-6881.0,3568.0,183272.0,319532.0,3154124.0,280405.0,599481.0,185036.0,77552.0,251109.0,-4710.0,-861962.0,-374481.0,-11808.0,-7005.0,87.1,4357.0,133.4,176.0,17.0,,,,,2858.1,60612.46,244.3,176.0,90.5,58.88,17904.0,2009-12-01
2714.0,5774.0,-2007.0,6481.0,229.0,995.0,1224.0,21.0,1544.0,9751750.0,-894879.0,8856871.0,3094531.0,6165942.0,491277.0,8112.0,1032911.0,-5392.0,1228639.0,2320670.0,-490409.0,1695.0,175951.0,312639.0,3716847.0,502685.0,617130.0,218743.0,142321.0,664600.0,-17688.0,-562008.0,-284065.0,-17770.0,-9236.0,86.5,6481.0,133.8,181.6,16.0,,,,,2873.8,61600.79,247.1,181.5,96.9,59.34,22380.0,2010-01-01
2424.0,3967.0,-1850.0,4541.0,233.0,1082.0,1315.0,15.0,1241.0,8729828.0,-989155.0,7740673.0,3237496.0,5024194.0,468137.0,254389.0,378554.0,-2939.0,1703418.0,932455.0,-28381.0,2085.0,163548.0,301872.0,3390815.0,349509.0,689510.0,199497.0,65714.0,152631.0,-163884.0,-721106.0,-228942.0,-12393.0,-4516.0,86.3,4541.0,134.9,175.1,16.0,,,,,2885.8,60728.88,250.5,175.1,96.9,59.63,22368.0,2010-02-01
2938.0,4831.0,-1982.0,5787.0,244.0,1070.0,1314.0,35.0,1620.0,8996361.0,-1149691.0,7846670.0,3416416.0,4955318.0,624626.0,555262.0,337452.0,-3394.0,1847628.0,685975.0,-6507.0,4167.0,198613.0,422227.0,3416691.0,279067.0,599312.0,173786.0,70328.0,173840.0,-3898.0,-855337.0,-229776.0,-26609.0,-13143.0,86.3,5787.0,135.0,187.8,16.0,,,,,2887.6,62475.27,251.1,187.8,98.1,60.15,23592.0,2010-03-01
2611.0,4065.0,-2122.0,4554.0,190.0,954.0,1144.0,20.0,1362.0,8985935.0,-1088886.0,7897049.0,3196159.0,5318572.0,471205.0,312885.0,273557.0,-5934.0,2139577.0,480874.0,-4800.0,7472.0,183327.0,281838.0,3520485.0,395696.0,610942.0,188826.0,67680.0,180127.0,-35949.0,-859588.0,-176826.0,-18261.0,-11580.0,87.1,4554.0,138.93,181.3,16.0,,,,,2906.5,64472.89,254.6,181.4,101.2,60.25,22236.0,2010-04-01
2801.0,4850.0,-1927.0,5724.0,235.0,1291.0,1526.0,20.0,1545.0,9179759.0,-570758.0,8609001.0,3233481.0,5401976.0,544302.0,607881.0,272464.0,-4098.0,1981143.0,436546.0,-60455.0,2383.0,217605.0,321180.0,3473675.0,478542.0,603482.0,214115.0,70913.0,286863.0,-9936.0,-288495.0,-233132.0,-22571.0,-9546.0,87.4,5724.0,135.0,180.3,16.0,,,,,2921.1,63417.46,259.5,180.3,102.7,60.49,19836.0,2010-05-01
2840.0,3520.0,-2098.0,4262.0,222.0,1194.0,1416.0,23.0,1490.0,8217466.0,-1694405.0,6523061.0,2806245.0,4819579.0,591641.0,302819.0,287624.0,-9411.0,1795045.0,433351.0,-3183.0,5057.0,223354.0,362287.0,2944625.0,322263.0,605444.0,249853.0,67245.0,402101.0,-4712.0,-812982.0,-442180.0,-14805.0,-8270.0,87.7,4262.0,134.72,184.2,16.0,,,,,2928.9,63096.31,260.3,184.2,102.1,60.8,21816.0,2010-06-01
2927.0,5573.0,-2117.0,6383.0,247.0,1291.0,1538.0,27.0,1579.0,10380438.0,-1395916.0,8984522.0,3590183.0,5974415.0,815838.0,631801.0,324704.0,-2547.0,2063118.0,577974.0,-4867.0,8260.0,431963.0,376992.0,3716939.0,388179.0,881016.0,176949.0,76183.0,504592.0,-6720.0,-832628.0,-496183.0,-29364.0,-11727.0,88.1,6383.0,134.0,185.8,16.0,,,,,2925.3,64312.9,263.7,185.9,102.6,61.09,23664.0,2010-07-01
3025.0,3851.0,-2227.0,4649.0,292.0,1300.0,1592.0,25.0,1642.0,8658466.0,-1411209.0,7247257.0,2981904.0,5008877.0,667685.0,326990.0,308526.0,-3728.0,1920876.0,433712.0,-4472.0,5384.0,281764.0,380326.0,3279767.0,355222.0,675060.0,213454.0,70743.0,296463.0,-53393.0,-767031.0,-584111.0,-21500.0,-8278.0,88.5,4649.0,136.1,189.2,16.0,,,,,2940.1,64107.51,267.2,189.2,96.7,61.32,22764.0,2010-08-01
2435.0,5551.0,-1463.0,6523.0,197.0,925.0,1122.0,27.0,1575.0,8798589.0,-844395.0,7954194.0,3130785.0,5163016.0,504788.0,636272.0,206764.0,-6197.0,1925254.0,377480.0,-8788.0,2311.0,198511.0,304161.0,3413930.0,339504.0,639454.0,151687.0,65888.0,323646.0,-3706.0,-474260.0,-327780.0,-19333.0,-6641.0,88.7,6523.0,137.02,190.3,16.0,,,,,2923.3,66260.05,268.1,190.3,93.4,61.51,26760.0,2010-09-01
3127.0,3738.0,-2459.0,4406.0,253.0,1497.0,1750.0,29.0,1696.0,8728346.0,-763664.0,7964682.0,2897588.0,5261402.0,569356.0,290208.0,247531.0,-4508.0,1987068.0,383794.0,-6505.0,2412.0,205981.0,362922.0,3201133.0,304572.0,626583.0,210853.0,75785.0,615344.0,-4309.0,-329803.0,-376358.0,-28562.0,-10810.0,89.0,4406.0,136.4,188.4,16.0,,,,,2973.7,69610.15,271.2,188.4,96.6,61.74,29184.0,2010-10-01
2699.0,5190.0,-2071.0,5818.0,206.0,1196.0,1402.0,24.0,1545.0,9025711.0,-796941.0,8228770.0,3401275.0,5075628.0,548807.0,620730.0,314348.0,-2765.0,2135196.0,338342.0,-4576.0,7410.0,199405.0,337021.0,3294222.0,402068.0,608343.0,173905.0,76158.0,253709.0,-13134.0,-388158.0,-365090.0,-17706.0,-7549.0,89.1,5818.0,130.6,188.8,16.0,,,,,2972.5,68277.12,275.3,188.8,97.3,61.94,29016.0,2010-11-01
3080.0,3924.0,-2006.0,4998.0,148.0,1352.0,1500.0,25.0,1600.0,8645658.0,-1564596.0,7081062.0,2893256.0,5113932.0,638470.0,312780.0,345241.0,-2924.0,1551812.0,695359.0,-9012.0,6550.0,244475.0,392716.0,3275888.0,360711.0,673577.0,188045.0,78968.0,288419.0,-7574.0,-1010211.0,-470780.0,-30021.0,-10813.0,89.4,4998.0,135.0,187.6,16.0,,,,,2978.6,70913.26,278.7,187.5,96.8,62.17,29724.0,2010-12-01
3109.0,6051.0,-2144.0,7016.0,239.0,1472.0,1711.0,32.0,1675.0,11081519.0,-907470.0,10174049.0,4281160.0,6100981.0,699377.0,12056.0,1190186.0,-3226.0,31293.0,3053839.0,-2988.0,6836.0,273714.0,419020.0,3756090.0,634871.0,658666.0,167158.0,141863.0,464696.0,-4037.0,-551139.0,-298187.0,-13151.0,-7428.0,89.6,7016.0,131.8,188.8,16.0,,,,,2996.8,73397.94,282.0,188.8,98.6,62.63,25500.0,2011-01-01
2989.0,4058.0,-2142.0,4905.0,225.0,1080.0,1305.0,23.0,1482.0,10570334.0,-1010470.0,9559864.0,4207686.0,5685608.0,677040.0,251946.0,488099.0,-3436.0,1912296.0,1661253.0,-102472.0,26267.0,244861.0,405081.0,3653799.0,358397.0,720318.0,191417.0,66228.0,296940.0,-6413.0,-664986.0,-273182.0,-16505.0,-8353.0,89.9,4905.0,129.2,189.1,16.0,,,,,3003.0,73793.17,284.7,189.1,99.1,62.75,25020.0,2011-02-01
3681.0,5460.0,-2589.0,6552.0,291.0,1342.0,1633.0,23.0,1603.0,9596636.0,-953906.0,8642730.0,3533656.0,5368046.0,694934.0,555017.0,344126.0,-2372.0,1922680.0,720575.0,-6370.0,3842.0,321486.0,367868.0,3721206.0,336962.0,594330.0,189816.0,70194.0,132483.0,-11453.0,-677124.0,-211401.0,-18159.0,-8273.0,90.0,6552.0,131.6,190.0,16.0,,,,,3011.8,74526.36,288.3,189.9,105.0,63.02,24324.0,2011-03-01
3079.0,3984.0,-1648.0,5415.0,200.0,1116.0,1316.0,18.0,1497.0,9496037.0,-757256.0,8738781.0,3403496.0,5478975.0,613566.0,291440.0,275978.0,-2830.0,2333572.0,508592.0,-3256.0,7102.0,221431.0,386262.0,3764368.0,353946.0,627771.0,231289.0,70805.0,171769.0,-3404.0,-562358.0,-150275.0,-15607.0,-11813.0,90.6,5415.0,133.6,190.5,16.0,,,,,3016.6,77409.0,290.0,190.4,99.1,63.11,20292.0,2011-04-01
3462.0,5649.0,-3314.0,5797.0,258.0,1289.0,1547.0,21.0,1613.0,10195814.0,-642718.0,9553096.0,3617010.0,5821885.0,756918.0,633845.0,267264.0,-4096.0,2139535.0,587004.0,-6542.0,5088.0,348888.0,403646.0,3867948.0,433497.0,686744.0,244801.0,70581.0,308480.0,-3724.0,-325417.0,-248800.0,-21142.0,-10710.0,91.0,5797.0,131.8,190.0,16.0,,,,,3027.1,76801.81,291.6,190.0,100.8,63.25,19488.0,2011-05-01
3144.0,3648.0,-2347.0,4445.0,225.0,1372.0,1597.0,30.0,1644.0,8910577.0,-1149372.0,7761205.0,3315185.0,4873014.0,722379.0,310090.0,256981.0,-5896.0,2310490.0,447186.0,-3666.0,4917.0,328020.0,387001.0,3079195.0,315880.0,639322.0,221644.0,65881.0,341339.0,-5129.0,-724442.0,-381663.0,-12490.0,-8847.0,91.3,4445.0,133.9,194.6,16.0,,,,,3036.6,77413.72,293.8,194.6,99.2,63.46,16272.0,2011-06-01
3351.0,5877.0,-2551.0,6677.0,238.0,1311.0,1549.0,33.0,1795.0,10484049.0,-878067.0,9605982.0,3739298.0,5981520.0,763230.0,654927.0,618580.0,-2299.0,2066369.0,405404.0,-3683.0,8375.0,347979.0,406721.0,3922621.0,359140.0,900466.0,196457.0,75106.0,289684.0,-15827.0,-386792.0,-429440.0,-29081.0,-10538.0,91.1,6677.0,132.78,197.7,16.0,,,,,3047.5,77943.19,294.4,197.7,98.5,63.63,16116.0,2011-07-01
3699.0,3744.0,-2540.0,4903.0,314.0,1332.0,1646.0,20.0,1644.0,9072867.0,-983102.0,8089765.0,3143461.0,5230430.0,698976.0,308828.0,318791.0,-3594.0,2069540.0,454206.0,-4310.0,7880.0,333944.0,358023.0,3428881.0,308036.0,722887.0,207704.0,77618.0,326701.0,-31467.0,-405187.0,-496121.0,-33274.0,-16814.0,91.5,4903.0,132.68,191.2,16.0,,,,,3047.3,78077.52,293.4,191.2,98.9,63.67,13260.0,2011-08-01
3258.0,5585.0,-2209.0,6634.0,262.0,976.0,1238.0,27.0,1458.0,9116972.0,-1106130.0,8010842.0,3287247.0,5281592.0,548133.0,652487.0,309659.0,-36734.0,1959358.0,410528.0,-8051.0,1948.0,232848.0,313159.0,3588178.0,399037.0,719763.0,133964.0,76096.0,129373.0,-3813.0,-633643.0,-416689.0,-24831.0,-7407.0,91.3,6634.0,130.89,193.3,16.0,,,,,3076.8,76331.2,290.7,193.3,100.2,63.89,12144.0,2011-09-01
3322.0,3648.0,-2159.0,4811.0,240.0,1162.0,1402.0,26.0,1640.0,8433121.0,-562162.0,7870959.0,2754657.0,5189043.0,489422.0,284116.0,240777.0,-5756.0,1784250.0,454583.0,-3313.0,5055.0,205176.0,275553.0,3403513.0,310941.0,696389.0,180783.0,78547.0,308311.0,-6758.0,-241629.0,-256655.0,-34795.0,-12615.0,91.4,4811.0,135.12,193.8,16.0,,,,,3061.7,76902.43,289.6,193.8,100.4,63.98,12924.0,2011-10-01
3541.0,5302.0,-2520.0,6323.0,236.0,1371.0,1607.0,27.0,1608.0,8786277.0,-849847.0,7936430.0,2982577.0,5322241.0,481457.0,609747.0,247114.0,-2739.0,1733666.0,401708.0,-6919.0,3529.0,199697.0,278962.0,3516380.0,329424.0,657753.0,207212.0,82038.0,315324.0,-3287.0,-435292.0,-344434.0,-30193.0,-10252.0,91.3,6323.0,131.73,198.5,16.0,,,,,3070.5,75154.29,290.1,198.5,101.1,64.29,14352.0,2011-11-01
3173.0,3771.0,-1668.0,5276.0,192.0,1258.0,1450.0,27.0,1555.0,9455014.0,-861345.0,8593669.0,2885600.0,5998500.0,570913.0,351250.0,402928.0,-10629.0,1473527.0,672132.0,-3608.0,6256.0,298659.0,262960.0,3398378.0,358033.0,705911.0,188027.0,83776.0,1068190.0,-5709.0,-422870.0,-385322.0,-19630.0,-11749.0,91.3,5276.0,131.59,198.5,16.0,,,,,3076.7,74875.19,289.8,198.4,101.2,64.47,15396.0,2011-12-01
3971.0,6527.0,-3132.0,7366.0,284.0,1231.0,1515.0,17.0,1755.0,14887673.0,-1602058.0,13285615.0,4260065.0,10108568.0,519040.0,3660.0,1835012.0,-6971.0,32298.0,2401637.0,-5571.0,4228.0,220740.0,293669.0,4088469.0,591234.0,746783.0,152795.0,137542.0,3957357.0,-28471.0,-1110852.0,-369861.0,-66257.0,-17427.0,91.3,7366.0,130.04,199.4,16.0,5.7,77.9,73.5,8583.6,3113.4,77115.16,290.1,199.4,101.1,64.64,16428.0,2012-01-01
3622.0,3868.0,-2749.0,4741.0,207.0,1443.0,1650.0,13.0,1607.0,9651253.0,-753100.0,8898153.0,3862101.0,5190778.0,598374.0,249057.0,678554.0,-12265.0,1774953.0,1187630.0,-15828.0,3852.0,283570.0,310025.0,3516844.0,335872.0,744412.0,192645.0,63880.0,51718.0,-6459.0,-434198.0,-237724.0,-36443.0,-11033.0,91.3,4741.0,130.58,200.6,16.0,6.0,78.1,73.4,8493.6,3117.2,77100.3,290.5,200.6,97.5,64.58,19344.0,2012-02-01
3811.0,5252.0,-2928.0,6135.0,217.0,1226.0,1443.0,28.0,1581.0,9450590.0,-1003209.0,8447381.0,3567543.0,5371987.0,511060.0,588124.0,380182.0,-3421.0,2106419.0,523024.0,-26785.0,3908.0,200080.0,305989.0,3680393.0,326492.0,767267.0,148327.0,73047.0,121359.0,-28024.0,-680526.0,-206882.0,-62656.0,-19834.0,91.7,6135.0,130.34,198.0,16.0,6.0,78.6,73.8,8563.3,3129.7,76997.17,293.4,198.0,100.2,64.83,17556.0,2012-03-01
3678.0,3784.0,-2165.0,5297.0,204.0,1139.0,1343.0,19.0,1627.0,9224445.0,-599833.0,8624612.0,3207958.0,5592099.0,424388.0,294070.0,232529.0,-3811.0,2189698.0,500090.0,-4618.0,12952.0,149745.0,262004.0,3798472.0,327776.0,652157.0,224347.0,71685.0,277171.0,-5009.0,-369754.0,-149650.0,-32942.0,-12232.0,92.5,5297.0,130.82,204.6,16.0,5.9,78.6,73.9,8603.8,3132.9,76630.29,294.6,204.5,104.3,65.27,21972.0,2012-04-01
3731.0,5435.0,-3263.0,5903.0,227.0,1277.0,1504.0,30.0,1699.0,9835545.0,-951449.0,8884096.0,3516386.0,5650815.0,668342.0,641392.0,297076.0,-3592.0,2171944.0,412857.0,-3291.0,4672.0,294297.0,369838.0,3701420.0,465790.0,644862.0,288728.0,76800.0,218852.0,-4059.0,-581776.0,-302643.0,-20392.0,-12260.0,92.5,5903.0,128.46,204.3,16.0,6.1,78.8,74.0,8688.5,3134.9,74792.19,294.4,204.3,104.2,65.4,20892.0,2012-05-01
3505.0,4139.0,-2976.0,4668.0,226.0,1418.0,1644.0,29.0,1513.0,9073046.0,-932236.0,8140810.0,3572808.0,5001225.0,499013.0,346348.0,420410.0,-6266.0,2077642.0,739947.0,-5273.0,3775.0,212336.0,285897.0,3140476.0,433184.0,754186.0,215735.0,68420.0,178684.0,-5777.0,-454480.0,-389416.0,-47594.0,-10127.0,92.2,4668.0,129.92,204.2,16.0,6.0,79.0,74.3,8705.8,3129.5,75118.68,296.2,204.2,103.6,65.51,20988.0,2012-06-01
3933.0,5731.0,-2557.0,7107.0,257.0,1595.0,1852.0,30.0,1891.0,10516232.0,-1165090.0,9351142.0,3613781.0,6293356.0,609094.0,669684.0,370197.0,-3096.0,2152219.0,428434.0,-3657.0,7018.0,201691.0,402701.0,4113351.0,439253.0,883281.0,197120.0,82020.0,382314.0,-4317.0,-549135.0,-518565.0,-43461.0,-26912.0,92.3,7107.0,129.0,204.9,16.0,5.8,78.7,74.1,8698.8,3148.8,75385.53,298.3,204.9,107.5,65.92,23772.0,2012-07-01
4139.0,4403.0,-2715.0,5827.0,225.0,1308.0,1533.0,27.0,1801.0,9144798.0,-1161980.0,7982818.0,3352574.0,5218540.0,573684.0,368617.0,365991.0,-5315.0,2208530.0,428211.0,-13460.0,3925.0,205080.0,365118.0,3489620.0,351966.0,754115.0,213768.0,77847.0,147116.0,-5795.0,-622114.0,-447081.0,-37677.0,-16893.0,93.3,5827.0,125.6,208.5,16.0,5.7,79.5,75.0,8689.0,3154.0,75616.26,300.4,208.4,112.8,66.04,32928.0,2012-08-01
3020.0,6475.0,-2188.0,7307.0,173.0,960.0,1132.5,27.0,1731.5,9629078.0,-818368.0,8810710.0,3697950.0,5418772.0,512357.0,686797.0,249973.0,-8214.0,2231689.0,564616.0,-26911.0,3078.0,217429.0,298184.0,3759764.0,360339.0,684920.0,213118.0,75194.0,96156.0,-2117.0,-436627.0,-331250.0,-23002.0,-9361.0,93.3,7307.0,124.6,204.4,17.0,5.8,78.8,74.2,8692.1,3152.2,76225.71,302.6,204.4,109.6,66.01,20964.0,2012-09-01
4350.0,4237.0,-2946.0,5641.0,222.0,1309.0,1530.5,24.0,1578.5,8633715.0,-781530.0,7852185.0,2814487.0,5275428.0,543799.0,276899.0,220228.0,-7702.0,1949234.0,380601.0,-4773.0,2027.0,201260.0,341495.0,3413453.0,314585.0,834758.0,156824.0,74557.0,330408.0,-31790.0,-377057.0,-328839.0,-44284.0,-11232.0,93.1,5641.0,123.5,205.6,17.0,6.1,79.0,74.2,8734.8,3158.5,75896.32,305.8,205.5,106.2,66.1,23796.0,2012-10-01
3150.0,5510.0,-3122.0,5538.0,161.0,1156.0,1317.0,39.0,1752.5,9788762.0,-893337.0,8895425.0,3287490.0,5962823.0,538449.0,619707.0,296176.0,-8988.0,2037266.0,345903.0,-2574.0,4950.0,192394.0,341934.0,3996173.0,498830.0,855231.0,215476.0,89446.0,108386.0,-6383.0,-415687.0,-405062.0,-32734.0,-14411.0,92.7,5538.0,126.56,207.3,17.0,5.8,78.6,74.0,8759.5,3152.8,75672.11,309.7,207.2,106.3,66.09,24312.0,2012-11-01
4041.0,4397.0,-2931.0,5507.0,152.0,1023.0,1174.5,21.0,1551.5,10533277.0,-773362.0,9759915.0,3040023.0,6939391.0,553864.0,312176.0,453530.0,-7630.0,1593092.0,692717.0,-3862.0,4842.0,214462.0,338889.0,3541665.0,378085.0,877309.0,182636.0,87539.0,1874999.0,-229948.0,-351002.0,-348807.0,-30963.0,-10186.0,92.8,5507.0,126.68,212.9,17.0,5.7,78.4,73.9,8867.2,3159.2,75905.56,315.0,212.8,98.6,66.31,23520.0,2012-12-01
3595.0,7157.0,-3134.0,7618.0,178.0,1503.0,1681.0,27.0,1670.0,12780638.0,-1232545.0,11548093.0,4441382.0,7667358.0,671898.0,23502.0,1448721.0,-2897.0,204990.0,2770182.0,-3116.0,6457.0,262022.0,406084.0,4284954.0,822695.0,776615.0,158137.0,136936.0,1317217.0,-3118.0,-743311.0,-371251.0,-36852.0,-16330.0,92.7,7618.0,123.52,210.0,17.0,5.6,78.7,74.2,8719.9,3178.0,78413.22,319.0,210.0,70.6,66.52,22632.0,2013-01-01
3577.0,4701.0,-2640.0,5638.0,190.0,1144.0,1334.0,40.0,1527.0,10766988.0,-2315584.0,8451404.0,4466700.0,5611730.0,688557.0,265386.0,921024.0,-6829.0,1994326.0,1376580.0,-83787.0,4913.0,284410.0,400424.0,3827265.0,338400.0,806525.0,209708.0,65827.0,69592.0,-7179.0,-1838897.0,-361302.0,-36214.0,-14773.0,92.7,5638.0,125.7,212.9,17.0,5.9,79.1,74.5,8853.2,3180.8,77275.28,319.7,212.9,72.8,66.96,20736.0,2013-02-01
3369.0,6266.0,-2476.0,7159.0,189.0,1284.0,1473.0,26.0,1775.0,10190956.0,-1501011.0,8689945.0,3708497.0,5890031.0,592429.0,594938.0,340700.0,-2638.0,2021640.0,756977.0,-3120.0,4028.0,220703.0,366845.0,4034653.0,402118.0,775729.0,231240.0,69843.0,58143.0,-2038.0,-1197444.0,-236854.0,-30067.0,-14066.0,92.9,7159.0,126.61,211.1,17.0,5.7,78.9,74.4,8776.2,3171.1,76966.79,320.0,211.2,71.7,67.03,23220.0,2013-03-01
3742.0,4536.0,-2833.0,5445.0,165.0,1491.0,1656.0,33.0,1514.0,10239020.0,-869213.0,9369807.0,3427842.0,6099965.0,711213.0,325195.0,276460.0,-4230.0,2309568.0,524925.0,-4076.0,6666.0,308598.0,394591.0,4156236.0,380215.0,741378.0,259114.0,68736.0,219095.0,-4728.0,-548352.0,-232153.0,-45853.0,-16378.0,93.2,5445.0,122.41,212.0,17.0,5.8,79.3,74.7,8794.6,3196.5,77146.14,319.5,212.0,72.4,67.21,26664.0,2013-04-01
3566.0,6249.0,-2971.0,6844.0,203.0,1351.0,1554.0,65.0,1811.0,12534384.0,-950139.0,11584245.0,5459970.0,6346950.0,727464.0,706090.0,281723.0,-4919.0,2206255.0,2273397.0,-2576.0,6666.0,269864.0,451413.0,4046979.0,640714.0,763551.0,303127.0,69328.0,189754.0,-3400.0,-546592.0,-313842.0,-41472.0,-17193.0,93.3,6844.0,113.77,218.3,17.0,5.7,78.6,74.1,8831.0,3201.4,77651.09,322.6,218.2,71.3,67.43,31212.0,2013-05-01
